H (A/m)	M (A/m)
-2785211.5025919587	-1060923.1983612264
-2811737.326426168	-1060925.1940583636
-2838263.150260377	-1060927.1652902302
-2864788.974094586	-1060929.1124558293
-2891314.7979287948	-1060931.0359462036
-2917840.6217630045	-1060932.9361438537
-2944366.4455972137	-1060934.8134254022
-2970892.269431422	-1060936.668158193
-2997418.093265632	-1060938.500702409
-3023943.917099841	-1060940.3114114664
-3050469.74093405	-1060942.1006316328
-3076995.564768259	-1060943.8687021595
-3103521.3886024687	-1060945.6159560485
-3130047.2124366774	-1060947.3427192527
-3156573.0362708867	-1060949.049311748
-3183098.8601050954	-1060950.7360472023
-3209624.683939305	-1060952.4032328308
-3236150.5077735144	-1060954.0511703251
-3262676.331607723	-1060955.6801554284
-3289202.1554419324	-1060957.290478445
-3315727.979276142	-1060958.8824234828
-3342253.803110351	-1060960.4562698805
-3368779.6269445596	-1060962.0122915627
-3395305.450778769	-1060963.5507568815
-3421831.274612978	-1060965.0719299058
-3448357.098447187	-1060966.5760693073
-3474882.922281396	-1060968.0634285999
-3501408.7461156053	-1060969.5342570015
-3527934.5699498146	-1060970.9887990975
-3554460.3937840234	-1060972.4272949137
-3580986.2176182326	-1060973.849980018
-3607512.041452442	-1060975.2570858628
-3634037.865286651	-1060976.6488391482
-3660563.68912086	-1060978.0254627764
-3687089.51295507	-1060979.3871760212
-3713615.3367892783	-1060980.7341938168
-3740141.1606234876	-1060982.0667268625
-3766666.9844576963	-1060983.3849826374
-3793192.8082919056	-1060984.6891647184
-3819718.632126115	-1060985.9794729005
-3846244.455960324	-1060987.2561041343
-3872770.279794533	-1060988.5192508567
-3899296.103628742	-1060989.7691029622
-3925821.9274629517	-1060991.0058461349
-3952347.75129716	-1060992.2296638892
-3978873.5751313693	-1060993.4407358372
