ID,Sample,T,SE_T,D47,SE_D47,Dataset,Tcorrel_001,Tcorrel_002,Tcorrel_003,Tcorrel_004,Tcorrel_005,Tcorrel_006,Tcorrel_007,Tcorrel_008,Tcorrel_009,Tcorrel_010,Tcorrel_011,Tcorrel_012,Tcorrel_013,Tcorrel_014,Tcorrel_015,Tcorrel_016,Tcorrel_017,Tcorrel_018,Tcorrel_019,Tcorrel_020,Tcorrel_021,Tcorrel_022,Tcorrel_023,Tcorrel_024,Tcorrel_025,Tcorrel_026,Tcorrel_027,Tcorrel_028,Tcorrel_029,Tcorrel_030,Tcorrel_031,Tcorrel_032,Tcorrel_033,Tcorrel_034,Tcorrel_035,Tcorrel_036,Tcorrel_037,Tcorrel_038,Tcorrel_039,Tcorrel_040,Tcorrel_041,Tcorrel_042,Tcorrel_043,Tcorrel_044,Tcorrel_045,Tcorrel_046,Tcorrel_047,Tcorrel_048,Tcorrel_049,Tcorrel_050,Tcorrel_051,Tcorrel_052,Tcorrel_053,Tcorrel_054,Tcorrel_055,Tcorrel_056,Tcorrel_057,Tcorrel_058,Tcorrel_059,Tcorrel_060,Tcorrel_061,Tcorrel_062,Tcorrel_063,Tcorrel_064,Tcorrel_065,Tcorrel_066,Tcorrel_067,Tcorrel_068,Tcorrel_069,Tcorrel_070,Tcorrel_071,Tcorrel_072,Tcorrel_073,Tcorrel_074,Tcorrel_075,Tcorrel_076,Tcorrel_077,Tcorrel_078,Tcorrel_079,Tcorrel_080,Tcorrel_081,Tcorrel_082,Tcorrel_083,Tcorrel_084,Tcorrel_085,Tcorrel_086,Tcorrel_087,Tcorrel_088,Tcorrel_089,Tcorrel_090,Tcorrel_091,Tcorrel_092,Tcorrel_093,Tcorrel_094,Tcorrel_095,Tcorrel_096,Tcorrel_097,Tcorrel_098,Tcorrel_099,Tcorrel_100,Tcorrel_101,Tcorrel_102,Tcorrel_103,Tcorrel_104,D47correl_001,D47correl_002,D47correl_003,D47correl_004,D47correl_005,D47correl_006,D47correl_007,D47correl_008,D47correl_009,D47correl_010,D47correl_011,D47correl_012,D47correl_013,D47correl_014,D47correl_015,D47correl_016,D47correl_017,D47correl_018,D47correl_019,D47correl_020,D47correl_021,D47correl_022,D47correl_023,D47correl_024,D47correl_025,D47correl_026,D47correl_027,D47correl_028,D47correl_029,D47correl_030,D47correl_031,D47correl_032,D47correl_033,D47correl_034,D47correl_035,D47correl_036,D47correl_037,D47correl_038,D47correl_039,D47correl_040,D47correl_041,D47correl_042,D47correl_043,D47correl_044,D47correl_045,D47correl_046,D47correl_047,D47correl_048,D47correl_049,D47correl_050,D47correl_051,D47correl_052,D47correl_053,D47correl_054,D47correl_055,D47correl_056,D47correl_057,D47correl_058,D47correl_059,D47correl_060,D47correl_061,D47correl_062,D47correl_063,D47correl_064,D47correl_065,D47correl_066,D47correl_067,D47correl_068,D47correl_069,D47correl_070,D47correl_071,D47correl_072,D47correl_073,D47correl_074,D47correl_075,D47correl_076,D47correl_077,D47correl_078,D47correl_079,D47correl_080,D47correl_081,D47correl_082,D47correl_083,D47correl_084,D47correl_085,D47correl_086,D47correl_087,D47correl_088,D47correl_089,D47correl_090,D47correl_091,D47correl_092,D47correl_093,D47correl_094,D47correl_095,D47correl_096,D47correl_097,D47correl_098,D47correl_099,D47correl_100,D47correl_101,D47correl_102,D47correl_103,D47correl_104
011,MD08-3182_bullo,6.34,0.63,0.6524,0.0042,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,1,0.936281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175220,0.220073,0.211805,0.181396,1,0.165811,0.164575,0.149697,0.115418,0.153625,0.161845,0.152698,0.135268,0.129155,0.186972,0.243674,0.235396,0.191043,0.102622,0.273414,0.172690,0.128112,0.203123,0.147947,0.180691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012,MD08-3182_pachyS,7.31,0.63,0.6504,0.0074,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0.936281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127260,0.129521,0.127191,0.120172,0.165811,1,0.111151,0.107884,0.046575,0.096221,0.117077,0.087724,0.076831,0.067234,0.103640,0.126338,0.132480,0.111039,0.053500,0.156242,0.087877,0.092227,0.132670,0.085083,0.110250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
013,MD03-2680_pachyD,7.60,0.67,0.6470,0.0074,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126281,0.128507,0.126219,0.119299,0.164575,0.111151,1,0.107071,0.046247,0.095546,0.116237,0.087077,0.076274,0.066705,0.102938,0.125407,0.131500,0.110265,0.053140,0.155172,0.087274,0.091635,0.131761,0.084467,0.109538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
014,SU90-03_bullo,9.73,0.49,0.6429,0.0063,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128124,0.112421,0.117363,0.162886,0.149697,0.107884,0.107071,1,0.034614,0.086370,0.119056,0.071634,0.064357,0.048100,0.086859,0.099493,0.109930,0.092183,0.048227,0.131694,0.069714,0.158951,0.123301,0.069473,0.102304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,MD08-3179_inflata200,15.99,0.58,0.6272,0.0075,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.886215,0.886267,0.886238,0.886227,0.869017,0.911405,0.925952,0.921601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040895,0.095523,0.103421,0.053284,0.115418,0.046575,0.046247,0.034614,1,0.051194,0.037673,0.059027,0.062530,0.057206,0.095069,0.142558,0.109061,0.072429,0.080194,0.125088,0.109840,0.029743,0.062733,0.057302,0.081333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016,MD08-3179_inflata250,14.81,0.58,0.6224,0.0073,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886215,1,0.886293,0.886264,0.886253,0.869042,0.911432,0.925979,0.921628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101810,0.124066,0.114704,0.105303,0.153625,0.096221,0.095546,0.086370,0.051194,1,0.094019,0.089530,0.076725,0.076061,0.103662,0.132914,0.133191,0.111980,0.049915,0.155566,0.092263,0.074480,0.119549,0.087038,0.100391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
017,MD08-3179_inflata315,12.48,0.57,0.6376,0.0074,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886267,0.886293,1,0.886315,0.886304,0.869093,0.911485,0.926033,0.921681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140361,0.122382,0.127250,0.123701,0.161845,0.117077,0.116237,0.119056,0.037673,0.094019,1,0.078002,0.070150,0.052348,0.094356,0.108345,0.119584,0.100300,0.052437,0.143668,0.075851,0.102218,0.134704,0.075726,0.110830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018,MD08-3179_inflata355,13.79,0.57,0.6286,0.0074,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886238,0.886264,0.886315,1,0.886275,0.869064,0.911455,0.926003,0.921651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084670,0.127694,0.110861,0.098152,0.152698,0.087724,0.087077,0.071634,0.059027,0.089530,0.078002,1,0.081537,0.089622,0.110264,0.147983,0.142765,0.119970,0.049532,0.164370,0.102235,0.061592,0.114014,0.094418,0.096746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
019,MD08-3179_inflata400,14.27,0.58,0.6219,0.0073,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886227,0.886253,0.886304,0.886275,1,0.869054,0.911444,0.925992,0.921640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076117,0.111889,0.102424,0.085447,0.135268,0.076831,0.076274,0.064357,0.062530,0.076725,0.070150,0.081537,1,0.073869,0.106002,0.143239,0.130693,0.100992,0.074086,0.148063,0.101275,0.055431,0.098904,0.079304,0.096099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020,MD08-3179_inflata450,13.63,0.59,0.6247,0.0085,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869017,0.869042,0.869093,0.869064,0.869054,1,0.893744,0.908009,0.903742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056858,0.111922,0.090986,0.077261,0.129155,0.067234,0.066705,0.048100,0.057206,0.076061,0.052348,0.089622,0.073869,1,0.099834,0.139576,0.130201,0.109442,0.041916,0.148187,0.096090,0.041297,0.092577,0.087192,0.079426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
