Sample,UID,Session,d45,d46,d47,d48,d49
ETH-4,559,2019-06b,-5.512,-5.022,-10.965,-10.876,-137.005
ETH-1,560,2019-06b,6.565,11.865,17.925,23.202,-51.493
ETH-2,561,2019-06b,-5.467,-4.876,-10.988,-10.616,-171.788
ETH-3,562,2019-06b,6.279,12.32,18.386,24.161,-74.872
ETH-4,563,2019-06b,-5.503,-4.951,-10.87,-10.309,-85.31
ETH-1,564,2019-06b,6.557,11.865,17.93,23.362,-11.182
ETH-1,565,2019-06b,6.556,11.846,17.886,22.767,-236.793
ETH-2,566,2019-06b,-5.422,-4.834,-10.902,-10.62,-199.341
ETH-3,567,2019-06b,6.292,12.387,18.459,24.138,-96.829
ETH-4,568,2019-06b,-5.52,-4.998,-10.995,-10.885,-168.333
CA170,569,2019-06b,-0.146,-17.465,-17.749,-34.821,-93.57
CA170,570,2019-06b,-0.146,-17.483,-17.804,-35.104,-130.114
CA170,571,2019-06b,-0.165,-17.546,-17.912,-35.551,-203.24
CA170,572,2019-06b,-0.152,-17.489,-17.848,-35.351,-165.372
CA170,573,2019-06b,-0.156,-17.544,-17.87,-35.395,-145.639
ETH-1,574,2019-06b,6.571,11.893,17.985,23.227,-49.374
ETH-2,575,2019-06b,-5.422,-4.873,-10.943,-10.427,-127.752
ETH-3,576,2019-06b,6.279,12.335,18.395,24.402,-34.559
ETH-4,577,2019-06b,-5.499,-4.983,-10.924,-10.832,-130.223
ETH-1,578,2019-06b,6.549,11.886,17.911,22.859,-111.305
ETH-2,579,2019-06b,-5.438,-4.864,-10.928,-10.498,-136.531
ETH-3,580,2019-06b,6.295,12.349,18.41,24.39,-16.396
ETH-4,581,2019-06b,-5.522,-5.019,-11.001,-10.873,-131.324
ETH-1,582,2019-06b,6.552,11.896,17.903,23.089,-113.448
ETH-2,583,2019-06b,-5.42,-4.873,-10.936,-10.453,-128.198
ETH-3,584,2019-06b,6.304,12.373,18.463,24.321,-47.257
ETH-4,585,2019-06b,-5.503,-5.008,-10.997,-11.093,-167.291
ETH-1,586,2019-06b,6.588,11.899,17.977,23.36,-9.226
ETH-2,587,2019-06b,-5.43,-4.874,-10.945,-10.377,-78.914
ETH-3,588,2019-06b,6.259,12.303,18.361,24.043,-48.281
ETH-4,589,2019-06b,-5.526,-4.998,-10.998,-10.883,-93.066
ETH-1,590,2019-06b,6.555,11.89,17.936,23.13,-30.132
ETH-1,591,2019-06c,6.569,11.838,17.971,23.035,-103.428
ETH-2,592,2019-06c,-5.393,-4.792,-10.798,-10.334,-132.922
ETH-3,593,2019-06c,6.31,12.362,18.497,24.327,-65.671
ETH-4,594,2019-06c,-5.495,-4.959,-10.936,-10.582,-108.688
CA170,595,2019-06c,-0.166,-17.493,-17.872,-35.19,-128.74
CA170,596,2019-06c,-0.161,-17.486,-17.799,-35.31,-120.495
CA170,597,2019-06c,-0.174,-17.548,-17.92,-35.669,-161.722
CA170,598,2019-06c,-0.159,-17.499,-17.821,-35.505,-124.121
CA170,599,2019-06c,-0.145,-17.498,-17.844,-35.326,-130.912
ETH-1,600,2019-06c,6.56,11.863,17.916,22.927,-76.346
ETH-2,601,2019-06c,-5.413,-4.9,-10.97,-10.734,-98.156
ETH-3,602,2019-06c,6.253,12.33,18.335,23.552,-119.617
ETH-4,603,2019-06c,-5.466,-4.947,-10.86,-10.36,-39.909
ETH-1,604,2019-06c,6.525,11.887,17.858,22.759,-89.846
ETH-2,605,2019-06c,-5.425,-4.847,-10.925,-10.495,-110.72
ETH-3,606,2019-06c,6.24,12.294,18.34,23.992,-60.682
ETH-4,607,2019-06c,-5.504,-4.957,-10.963,-10.489,-96.269
ETH-1,608,2019-06c,6.567,11.911,17.99,23.118,-61.666
ETH-2,609,2019-06c,-5.431,-4.889,-10.942,-10.586,-115.196
ETH-3,610,2019-06c,6.284,12.363,18.444,24.283,-15.512
ETH-4,611,2019-06c,-5.51,-5.005,-10.989,-10.911,-129.446
ETH-1,612,2019-06c,6.554,11.919,17.929,22.48,-114.547
ETH-2,613,2019-06c,-5.445,-4.87,-10.932,-10.625,-126.623
ETH-3,614,2019-06c,6.297,12.382,18.432,24.24,-19.212
ETH-4,615,2019-06c,-5.537,-5.002,-11.025,-10.922,-132.014
ETH-1,616,2019-06c,6.577,11.93,18.016,23.337,-13.707
ETH-1,617,2019-06c,6.547,11.825,17.828,22.689,-252.175
ETH-2,618,2019-06c,-5.431,-4.847,-10.933,-10.67,-204.746
ETH-3,619,2019-06c,6.28,12.402,18.447,23.997,-133.652
ETH-4,620,2019-06c,-5.516,-4.991,-10.943,-10.655,-156.906
CA170,621,2019-06c,-0.157,-17.512,-17.85,-35.285,-148.548
CA170,622,2019-06c,-0.158,-17.508,-17.835,-35.447,-148.877
CA170,623,2019-06c,-0.167,-17.544,-17.893,-35.892,-223.077
CA170,624,2019-06c,-0.153,-17.495,-17.873,-35.683,-177.172
CA170,625,2019-06c,-0.149,-17.524,-17.884,-35.716,-192.339
ETH-1,626,2019-06c,6.556,11.881,17.917,22.855,-107.113
ETH-2,627,2019-06c,-5.42,-4.884,-10.879,-10.239,-105.647
ETH-3,628,2019-06c,6.296,12.376,18.462,24.117,-82.022
ETH-4,629,2019-06c,-5.541,-5.029,-11.094,-11.469,-225.694
ETH-1,630,2019-06c,6.576,11.913,18.049,23.812,18.081
ETH-2,631,2019-06c,-5.439,-4.865,-10.948,-10.536,-143.421
ETH-3,632,2019-06c,6.287,12.351,18.432,24.273,-64.707
ETH-4,633,2019-06c,-5.528,-5.024,-11.025,-10.772,-153.937
ETH-1,634,2019-06c,6.578,11.934,17.982,23.054,-32.623
ETH-2,635,2019-06c,-5.428,-4.869,-10.917,-10.206,-60.58
ETH-3,636,2019-06c,6.265,12.439,18.501,24.232,-14.702
ETH-4,637,2019-06c,-5.502,-4.994,-10.922,-10.371,-72.537
ETH-1,638,2019-06c,6.564,11.851,17.887,22.919,-67.316
ETH-2,639,2019-06c,-5.429,-4.853,-10.925,-10.471,-87.443
ETH-3,640,2019-06c,6.294,12.366,18.484,24.291,-9.26
ETH-4,641,2019-06c,-5.42,-4.76,-10.634,-9.891,-4.55
ETH-1,642,2019-06c,6.557,11.914,17.98,23.18,-47.133
ETH-2,643,2019-06c,-5.434,-4.871,-10.966,-10.904,-230.774
ETH-4,644,2019-06c,-5.533,-5.027,-11.026,-10.921,-164.342
CA170,645,2019-06c,-0.159,-17.508,-17.9,-35.639,-191.165
CA170,646,2019-06c,-0.16,-17.516,-17.887,-35.568,-133.726
CA170,647,2019-06c,-0.146,-17.481,-17.81,-35.27,-147.816
CA170,648,2019-06c,-0.166,-17.519,-17.895,-35.42,-147.571
CA170,649,2019-06c,-0.163,-17.525,-17.86,-35.691,-153.433
ETH-1,650,2019-06c,6.562,11.895,17.918,22.811,-102.343
ETH-2,651,2019-06c,-5.394,-4.861,-10.886,-10.071,-62.975
ETH-3,652,2019-06c,6.274,12.354,18.436,23.971,-74.317
ETH-2,653,2019-06c,-5.443,-4.895,-10.953,-10.624,-137.721
ETH-3,654,2019-06c,6.271,12.314,18.382,23.884,-68.089
ETH-4,655,2019-06c,-5.517,-4.995,-10.968,-10.574,-101.306
ETH-1,656,2019-06c,6.56,11.889,17.895,22.812,-65.916
ETH-2,657,2019-06c,-5.431,-4.881,-10.939,-10.522,-116.621
ETH-3,658,2019-06c,6.273,12.382,18.426,23.747,-119.314
ETH-4,659,2019-06c,-5.531,-5.048,-11.088,-11.09,-152.602
ETH-1,660,2019-06c,6.567,11.868,17.944,22.836,-62.528
ETH-2,661,2019-06c,-5.436,-4.85,-10.983,-11.318,-158.166
ETH-3,662,2019-06c,6.28,12.338,18.37,23.436,-70.273
ETH-1,663,2019-06c,6.565,11.916,17.945,23.013,-48.076
ETH-1,664,2019-06c,6.544,11.846,17.874,22.611,-205.373
ETH-2,665,2019-06c,-5.324,-4.7,-10.645,-9.791,-87.532
ETH-3,666,2019-06c,6.266,12.399,18.427,23.965,-93.76
ETH-4,667,2019-06c,-5.518,-5.011,-10.947,-10.663,-100.252
CA170,668,2019-06c,-0.169,-17.541,-17.885,-35.475,-119.228
CA170,669,2019-06c,-0.164,-17.525,-17.894,-35.248,-101.763
CA170,670,2019-06c,-0.161,-17.533,-17.876,-35.624,-139.597
CA170,671,2019-06c,-0.171,-17.529,-17.902,-35.439,-134.387
CA170,672,2019-06c,-0.153,-17.518,-17.821,-34.915,-68.71
ETH-1,673,2019-06c,6.533,11.836,17.86,22.817,-81.639
ETH-2,674,2019-06c,-5.44,-4.92,-10.971,-10.343,-67.031
ETH-3,675,2019-06c,6.304,12.382,18.495,24.589,12.314
ETH-4,676,2019-06c,-5.52,-5.044,-11.042,-10.674,-87.069
ETH-1,677,2019-06c,6.579,11.924,18.007,23.655,36.245
ETH-2,678,2019-06c,-5.442,-4.885,-10.972,-10.724,-132.113
ETH-3,679,2019-06c,6.291,12.317,18.394,24.193,-38.448
ETH-4,680,2019-06c,-5.523,-5.018,-10.986,-10.515,-85.815
ETH-1,681,2019-06c,6.576,11.91,17.973,23.319,-14.809
ETH-2,682,2019-06c,-5.444,-4.926,-11.064,-10.976,-130.961
ETH-3,683,2019-06c,6.254,12.351,18.391,24.024,-54.345
ETH-4,684,2019-06c,-5.521,-5.04,-11.062,-11.174,-132.761
CA200,685,2019-06c,-1.387,-19.751,-21.319,-39.626,-112.27
CA200,686,2019-06c,-1.378,-19.762,-21.322,-39.763,-107.783
CA200,687,2019-06c,-1.378,-19.801,-21.351,-39.848,-100.173
CA200,688,2019-06c,-1.367,-19.749,-21.298,-39.4,-73.538
ETH-1,689,2019-06c,6.587,11.852,17.885,22.732,-57.937
ETH-2,690,2019-06c,-5.388,-4.777,-10.848,-10.011,-30.45
ETH-3,691,2019-06c,6.267,12.339,18.336,23.36,-110.862
ETH-4,692,2019-06c,-5.512,-4.97,-10.929,-10.19,-46.395
ETH-1,693,2019-06c,6.565,11.908,17.957,23.317,-29.958
ETH-2,694,2019-06d,-5.386,-4.807,-10.79,-9.726,-87.743
ETH-3,695,2019-06d,6.287,12.372,18.494,24.533,-18.781
CA200,696,2019-06d,-1.368,-19.764,-21.331,-39.689,-123.916
CA200,697,2019-06d,-1.388,-19.83,-21.446,-39.945,-166.331
CA200,698,2019-06d,-1.348,-19.755,-21.314,-39.707,-104.539
ETH-2,699,2019-06d,-5.458,-4.952,-11.092,-10.917,-132.015
ETH-4,700,2019-06d,-5.516,-5.017,-11.005,-10.89,-101.291
ETH-1,701,2019-06d,6.552,11.844,17.877,22.632,-90.446
ETH-1,702,2019-06d,6.54,11.824,17.867,22.739,-189.812
CA200,703,2019-06d,-1.35,-19.664,-21.175,-39.602,-174.795
CA200,704,2019-06d,-1.375,-19.758,-21.282,-39.733,-143.286
ETH-1,705,2019-06d,6.582,11.943,18.05,23.581,0.75
ETH-3,706,2019-06d,6.307,12.404,18.506,24.532,-38.847
ETH-4,707,2019-06d,-5.492,-4.982,-10.928,-10.318,-56.956
ETH-1,708,2019-06d,6.546,11.859,17.888,22.76,-75.53
ETH-2,709,2019-06d,-5.438,-4.868,-10.925,-10.722,-139.464
ETH-3,710,2019-06d,6.288,12.402,18.5,24.872,40.588
ETH-4,711,2019-06d,-5.522,-5.027,-11.03,-10.797,-88.98
ETH-1,712,2019-06d,6.56,11.811,17.831,22.84,-67.618
ETH-2,713,2019-06d,-5.437,-4.848,-10.866,-10.279,-84.986
ETH-3,714,2019-06d,6.285,12.334,18.458,24.38,-19.344
ETH-4,715,2019-06d,-5.508,-4.987,-10.983,-10.923,-131.406
ETH-1,716,2019-06d,6.553,11.846,17.885,22.7,-169.225
ETH-2,717,2019-06d,-5.441,-4.882,-11.001,-10.788,-192.012
ETH-3,718,2019-06d,6.3,12.367,18.443,23.944,-109.426
ETH-4,719,2019-06d,-5.497,-4.97,-10.917,-10.543,-111.596
CA200,720,2019-06d,-1.375,-19.734,-21.286,-39.446,-158.153
CA200,721,2019-06d,-1.359,-19.724,-21.315,-39.933,-181.171
CA200,722,2019-06d,-1.357,-19.737,-21.241,-39.134,-74.411
CA200,723,2019-06d,-1.374,-19.722,-21.219,-39.206,-86.233
CA200,724,2019-06d,-1.398,-19.796,-21.374,-40.255,-198.276
ETH-1,725,2019-06d,6.554,11.882,17.904,23.085,-89.376
ETH-2,726,2019-06d,-5.441,-4.853,-10.922,-9.921,-59.917
ETH-3,727,2019-06d,6.292,12.384,18.48,24.144,-93.121
ETH-4,728,2019-06d,-5.534,-5.055,-11.077,-11.326,-206.272
ETH-1,729,2019-06d,6.582,11.91,17.956,23.063,-92.2
ETH-2,730,2019-06d,-5.422,-4.845,-10.9,-10.392,-105.753
ETH-3,731,2019-06d,6.24,12.326,18.328,23.794,-96.643
ETH-4,732,2019-06d,-5.425,-4.858,-10.758,-10.072,-62.617
ETH-1,733,2019-06d,6.565,11.843,17.911,23.557,30.697
ETH-2,734,2019-06d,-5.428,-4.888,-10.947,-10.644,-121.483
ETH-3,735,2019-06d,6.287,12.346,18.415,24.262,-27.551
ETH-4,736,2019-06d,-5.544,-5.024,-11.088,-11.261,-147.141
CA70,737,2019-06d,3.194,-6.37,-3.401,-13.746,-160.155
CA70,738,2019-06d,3.25,-6.373,-3.372,-13.854,-125.55
CA70,739,2019-06d,3.26,-6.339,-3.265,-13.274,-58.16
CA70,740,2019-06d,3.235,-6.394,-3.293,-12.838,-37.161
CA70,741,2019-06d,3.245,-6.345,-3.265,-12.967,-45.232
ETH-2,742,2019-06d,-5.423,-4.834,-10.953,-10.345,-128.261
ETH-3,743,2019-06d,6.289,12.36,18.372,23.812,-136.98
ETH-4,744,2019-06d,-5.505,-4.951,-10.936,-10.641,-145.181
ETH-1,745,2019-06d,6.566,11.946,18.027,23.597,-17.683
ETH-1,746,2019-06d,6.549,11.857,17.875,22.664,-240.725
ETH-2,747,2019-06d,-5.427,-4.834,-10.91,-10.738,-247.584
ETH-3,748,2019-06d,6.273,12.374,18.438,23.89,-116.768
ETH-4,749,2019-06d,-5.5,-4.968,-10.91,-10.559,-141.885
CA200,750,2019-06d,-1.382,-19.733,-21.276,-39.574,-191.647
CA200,751,2019-06d,-1.374,-19.714,-21.318,-40.21,-241.426
CA200,752,2019-06d,-1.368,-19.721,-21.298,-39.95,-218.862
CA200,753,2019-06d,-1.358,-19.698,-21.26,-39.852,-176.6
CA200,754,2019-06d,-1.4,-19.774,-21.402,-40.341,-262.65
ETH-1,755,2019-06d,6.538,11.889,17.881,22.582,-162.242
ETH-3,756,2019-06d,6.336,12.459,18.554,24.597,-21.927
ETH-4,757,2019-06d,-5.493,-4.978,-10.961,-10.394,-93.878
ETH-1,758,2019-06d,6.558,11.865,17.847,22.584,-135.623
ETH-2,759,2019-06d,-5.414,-4.82,-10.886,-10.408,-104.168
ETH-3,760,2019-06d,6.287,12.378,18.443,24.072,-57.555
ETH-4,761,2019-06d,-5.52,-4.987,-10.967,-10.475,-92.329
ETH-1,762,2019-06d,6.606,12.04,18.122,24.284,41.921
ETH-2,763,2019-06d,-5.403,-4.773,-10.851,-9.771,-11.404
ETH-3,764,2019-06d,6.28,12.449,18.51,25.079,37.045
CA70,765,2019-06d,3.184,-6.36,-3.416,-13.707,-115.024
CA70,766,2019-06d,3.214,-6.398,-3.393,-13.708,-104.281
CA70,767,2019-06d,3.292,-6.304,-3.17,-12.728,-0.602
CA70,768,2019-06d,3.264,-6.294,-3.215,-12.894,-35.752
ETH-1,769,2019-06d,6.576,11.895,17.983,23.309,-19.048
ETH-2,770,2019-06d,-5.423,-4.82,-10.908,-10.652,-102.124
ETH-3,771,2019-06d,6.309,12.42,18.47,24.072,-61.777
ETH-4,772,2019-06d,-5.505,-4.947,-10.905,-10.436,-65.576
ETH-1,773,2019-06d,6.563,11.898,17.942,23.153,-19.855
ETH-1,774,2019-07,6.592,11.925,18.017,22.722,-36.663
ETH-2,775,2019-07,-5.389,-4.783,-10.769,-9.673,-55.612
ETH-3,776,2019-07,6.282,12.3,18.377,24.236,-54.661
ETH-4,777,2019-07,-5.508,-4.974,-10.936,-10.126,-48.638
CA250_06,778,2019-07,-3.322,-21.976,-25.437,-43.776,-78.35
CA250_06,779,2019-07,-3.31,-21.867,-25.308,-43.645,-66.658
CA250_06,780,2019-07,-3.329,-21.951,-25.448,-44.153,-143.104
CA250_06,781,2019-07,-3.293,-21.884,-25.378,-43.804,-102.113
CA250_06,782,2019-07,-3.31,-22.003,-25.445,-43.501,-40.36
ETH-1,783,2019-07,6.553,11.825,17.827,22.74,-76.485
ETH-2,784,2019-07,-5.396,-4.859,-10.927,-10.548,-73.833
ETH-3,785,2019-07,6.288,12.367,18.441,24.452,-4.423
ETH-4,786,2019-07,-5.492,-4.925,-10.883,-10.399,-72.19
ETH-2,787,2019-07,-5.442,-4.908,-11.053,-10.954,-133.528
ETH-3,788,2019-07,6.287,12.39,18.501,24.532,-36.708
ETH-4,789,2019-07,-5.532,-4.989,-10.974,-10.31,-78.717
ETH-3,790,2019-07,6.309,12.297,18.4,24.132,-21.971
ETH-3,791,2019-07,6.308,12.327,18.431,24.228,-29.084
ETH-3,792,2019-07,6.364,12.402,18.545,24.374,-8.194
ETH-3,793,2019-07,6.33,12.407,18.538,24.741,9.603
ETH-3,794,2019-07,6.335,12.381,18.467,23.539,-108.873
ETH-1,795,2019-07,6.564,11.863,17.899,23.033,-49.883
ETH-2,796,2019-07,-5.423,-4.907,-10.966,-10.732,-98.83
ETH-3,797,2019-07,6.283,12.409,18.465,24.144,-57.796
ETH-4,798,2019-07,-5.516,-5.023,-11.021,-11.083,-128.925
CA70,799,2019-07,3.133,-6.596,-3.659,-13.654,-50.029
CA70,800,2019-07,3.242,-6.371,-3.271,-13.024,-53.268
CA70,801,2019-07,3.252,-6.328,-3.31,-13.508,-110.218
CA70,802,2019-07,3.243,-6.367,-3.266,-13.003,-36.664
CA70,803,2019-07,3.213,-6.363,-3.342,-13.372,-100.259
ETH-1,804,2019-07,6.551,11.832,17.846,22.57,-92.577
ETH-2,805,2019-07,-5.422,-4.854,-10.965,-10.833,-133.424
ETH-3,806,2019-07,6.26,12.365,18.39,23.539,-86.968
ETH-4,807,2019-07,-5.505,-4.973,-10.993,-11.007,-93.992
CA200,808,2019-07,-1.387,-19.761,-21.312,-39.611,-96.736
CA200,809,2019-07,-1.409,-19.765,-21.378,-40.1,-142.615
CA200,810,2019-07,-1.367,-19.695,-21.196,-39.126,-55.192
CA200,811,2019-07,-1.382,-19.65,-21.218,-39.564,-101.409
CA200,812,2019-07,-1.399,-19.815,-21.396,-39.926,-119.108
ETH-1,813,2019-07,6.58,11.918,17.971,23.204,-50.62
ETH-2,814,2019-07,-5.424,-4.869,-10.964,-10.259,-193.816
ETH-3,815,2019-07,6.275,12.318,18.415,24.242,-69.467
ETH-4,816,2019-07,-5.522,-5.004,-10.957,-10.547,-108.701
ETH-1,817,2019-07,6.57,11.893,17.934,23.064,-44.548
ETH-2,818,2019-07,-5.407,-4.876,-10.898,-9.912,-27.681
ETH-3,819,2019-07,6.25,12.353,18.386,23.884,-75.563
ETH-4,820,2019-07,-5.488,-4.931,-10.881,-8.947,-20.83
ETH-1,821,2019-07,6.585,11.854,17.895,23.095,-10.988
ETH-2,822,2019-07,-5.426,-4.872,-10.959,-10.538,-82.482
ETH-3,823,2019-07,6.265,12.333,18.364,23.769,-78.884
ETH-4,824,2019-07,-5.512,-4.991,-10.99,-10.652,-57.93
ETH-1,825,2019-07,6.545,11.822,17.823,22.531,-104.64
ETH-2,826,2019-07,-5.292,-4.767,-10.667,-7.71,104.135
ETH-3,827,2019-07,6.313,12.402,18.479,25.377,70.591
ETH-4,828,2019-07,-5.482,-4.954,-10.917,-9.844,-15.543
ETH-1,829,2019-07,6.541,11.885,17.855,22.713,-92.141
ETH-2,830,2019-07,-5.453,-4.877,-11.037,-11.092,-141.69
ETH-3,831,2019-07,6.255,12.336,18.389,24.068,-50.011
ETH-1,832,2019-07,6.58,11.925,18.002,23.253,-8.461
ETH-2,1155,2019-10a,-5.456,-4.93,-11.06,-10.658,-175.496
ETH-3,1156,2019-10a,6.246,12.27,18.222,23.714,-107.734
ETH-4,1157,2019-10a,-5.521,-5.019,-11.038,-10.76,-102.379
CA250_09,1158,2019-10a,-2.689,-20.494,-23.439,-41.521,-130.355
CA250_09,1159,2019-10a,-2.681,-20.46,-23.35,-41.208,-110.636
CA250_09,1160,2019-10a,-2.669,-20.512,-23.367,-41.052,-78.88
CA250_09,1161,2019-10a,-2.696,-20.48,-23.419,-41.434,-131.753
CA250_09,1162,2019-10a,-2.681,-20.52,-23.432,-41.539,-132.948
ETH-2,1163,2019-10a,-4.202,-3.215,-8.084,-6.78,-81.174
ETH-3,1164,2019-10a,5.68,11.641,17.008,22.444,-86.609
ETH-1,1165,2019-10a,6.479,11.708,17.654,22.465,-102.412
ETH-3,1166,2019-10a,6.223,12.241,18.204,23.259,-133.826
ETH-1,1167,2019-10b,6.508,11.789,17.786,23.147,-94.835
ETH-2,1168,2019-10b,-5.458,-4.887,-11.004,-10.646,-167.588
ETH-3,1169,2019-10b,6.252,12.309,18.333,24.017,-74.113
ETH-4,1170,2019-10b,-5.513,-4.937,-10.908,-10.327,-82.709
CA250_09,1171,2019-10b,-2.7,-20.377,-23.273,-41.108,-103.743
CA250_09,1172,2019-10b,-2.69,-20.364,-23.237,-40.813,-91.628
CA250_09,1173,2019-10b,-2.68,-20.388,-23.202,-40.701,-32.819
CA250_09,1174,2019-10b,-2.672,-20.313,-23.178,-40.99,-101.732
CA250_09,1175,2019-10b,-2.721,-20.508,-23.403,-41.145,-91.837
ETH-1,1176,2019-10b,6.539,11.796,17.835,22.844,-18.354
ETH-2,1177,2019-10b,-5.476,-5.004,-11.156,-10.908,-60.091
ETH-3,1178,2019-10b,6.219,12.23,18.201,23.589,-65.143
ETH-1,1179,2019-10b,6.524,11.765,17.751,23.109,-15.302
ETH-2,1180,2019-10b,-5.447,-4.864,-10.976,-10.462,-67.852
ETH-3,1181,2019-10b,6.242,12.253,18.314,24.094,3.827
ETH-4,1182,2019-10b,-5.527,-5.006,-11.003,-10.676,-39.689
ETH-1,1183,2019-10b,6.536,11.846,17.883,22.939,6.16
ETH-2,1184,2019-10b,-5.457,-4.924,-11,-10.382,-24.771
ETH-3,1185,2019-10b,6.24,12.26,18.333,24.141,25.824
ETH-4,1186,2019-10b,-5.524,-5.014,-11.004,-10.973,-55.01
ETH-1,1187,2019-10b,6.507,11.805,17.778,22.346,-39.722
ETH-2,1188,2019-10b,-5.431,-4.832,-10.9,-10.647,-34.067
ETH-3,1189,2019-10b,6.227,12.238,18.234,23.716,0.499
ETH-4,1190,2019-10b,-5.528,-4.998,-11,-10.906,-36.613
ETH-1,1191,2019-10b,6.52,11.82,17.831,22.74,-40.433
ETH-1,1192,2019-10b,6.542,11.783,17.762,22.427,-179.578
ETH-2,1193,2019-10b,-5.453,-4.896,-11.032,-11.035,-191.699
ETH-3,1194,2019-10b,6.258,12.281,18.291,23.513,-110.95
ETH-4,1195,2019-10b,-5.529,-5.028,-11.072,-11.056,-128.497
CA250_09,1196,2019-10b,-2.697,-20.502,-23.459,-41.647,-177.21
CA250_09,1197,2019-10b,-2.673,-20.421,-23.341,-40.997,-117.953
CA250_09,1198,2019-10b,-2.682,-20.468,-23.438,-41.638,-148.317
CA250_09,1199,2019-10b,-2.687,-20.436,-23.358,-41.438,-138.824
CA250_09,1200,2019-10b,-2.69,-20.47,-23.333,-41.363,-122.426
ETH-1,1201,2019-10b,6.531,11.757,17.749,22.62,-76.72
ETH-2,1202,2019-10b,-5.442,-4.948,-11.075,-11.273,-134.367
ETH-3,1203,2019-10b,6.287,12.307,18.356,23.415,-73.903
ETH-4,1204,2019-10b,-5.524,-5.029,-11.059,-11.375,-117.392
ETH-1,1205,2019-10b,6.539,11.849,17.841,22.4,-104.62
ETH-2,1206,2019-10b,-5.437,-4.85,-10.939,-10.653,-97.033
ETH-3,1207,2019-10b,6.26,12.288,18.32,23.729,-52.566
ETH-4,1208,2019-10b,-5.534,-5.019,-10.994,-10.888,-79.555
ETH-1,1209,2019-10b,6.514,11.79,17.757,22.569,-109.115
ETH-2,1210,2019-10b,-5.458,-4.897,-11.068,-10.764,-154.486
ETH-3,1211,2019-10b,6.254,12.255,18.3,23.88,-7.754
ETH-4,1212,2019-10b,-5.53,-5.032,-11.059,-11.205,-135.002
ETH-1,1213,2019-10b,6.554,11.851,17.851,22.484,-49.597
ETH-2,1214,2019-10b,-5.454,-4.889,-11.014,-10.74,-90.429
ETH-3,1215,2019-10b,6.254,12.273,18.287,23.553,-52.523
ETH-4,1216,2019-10b,-5.52,-5.009,-10.974,-10.7,-43.864
ETH-1,1217,2019-10b,6.544,11.818,17.8,22.716,-71.624
ETH-1,1218,2019-10b,6.568,11.856,17.918,23.137,-96.088
ETH-2,1219,2019-10b,-6.865,-8.157,-15.627,-15.903,-86.882
ETH-3,1220,2019-10b,6.332,12.999,19.028,25.26,-87.717
ETH-4,1221,2019-10b,-6.481,-7.137,-14.037,-14.689,-140.317
ETH-1,1222,2019-10b,6.532,11.834,17.814,23.005,-61.212
ETH-2,1223,2019-10b,-5.444,-4.894,-10.958,-10.541,-75.956
ETH-3,1224,2019-10b,6.236,12.23,18.23,24.087,-22.09
ETH-4,1225,2019-10b,-5.509,-4.998,-10.967,-10.916,-107.135
CA250_09,1226,2019-10b,-2.69,-20.428,-23.383,-41.438,-146.83
CA250_09,1227,2019-10b,-2.686,-20.472,-23.366,-41.186,-118.173
CA250_09,1228,2019-10b,-2.678,-20.421,-23.297,-40.996,-84.274
CA250_09,1229,2019-10b,-2.691,-20.5,-23.425,-41.491,-147.231
CA250_09,1230,2019-10b,-2.678,-20.439,-23.272,-40.763,-57.018
ETH-1,1231,2019-10b,6.505,11.712,17.638,21.892,-117.942
ETH-2,1232,2019-10b,-5.441,-4.896,-11.015,-10.935,-105.197
ETH-3,1233,2019-10b,6.269,12.271,18.332,24.211,1.568
ETH-4,1234,2019-10b,-5.539,-5.024,-11.083,-11.265,-100.757
ETH-1,1235,2019-10b,6.544,11.777,17.803,22.855,-9.566
ETH-2,1236,2019-10b,-5.458,-4.967,-11.128,-11.105,-93.91
ETH-3,1237,2019-10b,6.264,12.33,18.371,23.878,-7.052
ETH-4,1238,2019-10b,-5.533,-5.057,-11.101,-11.256,-99.203
ETH-1,1239,2019-10b,6.542,11.775,17.745,22.186,-47.423
ETH-2,1240,2019-10b,-5.457,-4.922,-11.059,-11.029,-63.417
ETH-3,1241,2019-10b,6.268,12.262,18.292,23.55,-36.704
ETH-4,1242,2019-10b,-5.506,-5.009,-11.001,-10.726,-40.131
ETH-1,1243,2019-10b,6.557,11.831,17.839,22.524,-32.981
ETH-1,1244,2019-10b,6.571,11.869,17.902,22.897,-217.196
ETH-2,1245,2019-10b,-5.401,-4.78,-10.851,-10.478,-180.117
ETH-3,1246,2019-10b,6.271,12.314,18.335,23.634,-109.451
ETH-4,1247,2019-10b,-5.529,-5.019,-11.009,-10.886,-126.041
CA250_06,1248,2019-10b,-3.346,-22.029,-25.549,-44.262,-128.769
CA250_06,1249,2019-10b,-3.331,-21.997,-25.505,-44.344,-124.847
CA250_06,1250,2019-10b,-3.343,-22.036,-25.621,-44.767,-158.273
CA250_06,1251,2019-10b,-3.364,-22.052,-25.669,-45.003,-187.323
CA250_06,1252,2019-10b,-3.307,-22.024,-25.54,-44.168,-79.292
ETH-1,1253,2019-10b,6.529,11.764,17.754,22.434,-87.873
ETH-2,1254,2019-10b,-5.453,-4.939,-11.054,-10.772,-94.147
ETH-3,1255,2019-10b,6.284,12.348,18.448,23.91,-54.421
ETH-4,1256,2019-10b,-5.505,-5.011,-10.984,-10.436,-39.925
