H (A/m)	M (A/m)
-3183098.8601050954	-627417.6744700244
-3209624.683939305	-627418.8647262024
-3236150.5077735144	-627420.0343184918
-3262676.331607723	-627421.1837228618
-3289202.1554419324	-627422.3134023427
-3315727.979276142	-627423.4238060544
-3342253.803110351	-627424.5153706351
-3368779.6269445596	-627425.588520406
-3395305.450778769	-627426.6436677488
-3421831.274612978	-627427.6812135776
-3448357.098447187	-627428.701547781
-3474882.922281396	-627429.705049389
-3501408.7461156053	-627430.6920870936
-3527934.5699498146	-627431.6630194623
-3554460.3937840234	-627432.6181954979
-3580986.2176182326	-627433.5579546158
-3607512.041452442	-627434.4826272229
-3634037.865286651	-627435.3925349241
-3660563.68912086	-627436.2879907613
-3687089.51295507	-627437.1692995189
-3713615.3367892783	-627438.0367579489
-3740141.1606234876	-627438.8906551093
-3766666.9844576963	-627439.7312725151
-3793192.8082919056	-627440.5588843822
-3819718.632126115	-627441.3737580306
-3846244.455960324	-627442.1761537227
-3872770.279794533	-627442.9663251273
-3899296.103628742	-627443.7440465795
-3925821.9274629517	-627444.5109798427
-3952347.75129716	-627445.2654836861
-3978873.5751313693	-627446.009624377
