UID,Session,Sample,SampleMass,ColdFingerPressure,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d48,d49,d13C_VPDB,d18O_VSMOW,D47raw,D48raw,D49raw,D47
E1141,2017-11,ETH-3,2.19,98.3,-3.707,33.968,5.126788,3.315089,8.240466,6.436587,-0.073474,1.734496,37.501383,-0.322852,-0.203199,-11.954954,0.613642
E1142,2017-11,Ad3l,2.12,97.3,-3.707,33.968,5.547949,9.524420,14.842771,18.542643,0.105435,1.958278,44.141892,-0.293887,-0.585675,-24.122709,0.704127
E1143,2017-11,Ad1,2.11,102.5,-3.707,33.968,5.650525,9.473320,14.885316,18.513086,0.071301,2.071509,44.086987,-0.307437,-0.513495,-24.165048,0.687277
E1144,2017-11,Ad3a,2.02,95.3,-3.707,33.968,5.568498,9.474902,14.818521,18.422440,-0.696601,1.982435,44.088877,-0.290643,-0.605581,-24.832565,0.708047
E1145,2017-11,TES-2S,2.01,91.8,-3.707,33.968,2.481038,3.774483,5.953746,7.131687,-0.309112,-1.153902,37.999123,-0.324286,-0.428279,-10.299799,0.593213
E1146,2017-11,ETH-1,2.22,106.4,-3.707,33.968,5.321332,2.737129,7.544867,5.113964,-0.061172,1.967357,36.882728,-0.645970,-0.365746,-11.027330,0.197929
F147,2018-02,ETH-2,2.20,96.8,-3.659,34.040,-6.516240,-13.527178,-20.514080,-27.028401,-0.547525,-10.185439,19.775103,-0.592495,-0.161425,33.739326,0.222151
F152,2018-02,ETH-1,2.15,102.2,-3.659,34.040,5.380301,2.868110,7.699517,5.405582,-0.147286,2.044235,37.055249,-0.681394,-0.336893,-11.428077,0.233950
F159,2018-02,ETH-3,2.06,97.7,-3.659,34.040,5.035323,3.298211,8.102236,6.285809,-0.132394,1.655626,37.510120,-0.349531,-0.319349,-11.884692,0.619945
F163,2018-02,ETH-2,2.04,102.7,-3.659,34.040,-6.586334,-13.468621,-20.541383,-27.082385,0.266300,-10.263336,19.837086,-0.605923,-0.335584,34.538202,0.206487
F170,2018-02,ETH-1,2.23,107.1,-3.659,34.040,5.300020,2.746193,7.472128,5.131079,0.195384,1.962112,36.926734,-0.705143,-0.366796,-10.768809,0.205519
F171,2018-02,ETH-3,2.16,101.1,-3.659,34.040,5.038604,3.168503,7.967874,5.819200,-1.127091,1.664024,37.373181,-0.359070,-0.524484,-12.620301,0.608350
F175,2018-02,ETH-2,2.00,98.0,-3.659,34.040,-6.515570,-13.327635,-20.331003,-26.774617,-0.109936,-10.192244,19.985756,-0.605135,-0.305109,33.780239,0.208255
F179,2018-02,ETH-3,2.25,104.1,-3.659,34.040,5.028589,3.159099,7.979078,5.986734,-0.211053,1.653562,37.363277,-0.328469,-0.339265,-11.686102,0.643837
F190,2018-02,ETH-3,2.25,101.5,-3.659,34.040,5.148785,3.371533,8.296375,6.475683,-0.833206,1.775397,37.587255,-0.345279,-0.276847,-12.837817,0.625659
F195,2018-02,ETH-2,2.03,103.2,-3.659,34.040,-6.509429,-13.492856,-20.492998,-27.266230,-0.253022,-10.179379,19.811320,-0.612238,-0.475374,33.965686,0.199371
F196,2018-02,TES-2S,2.03,85.6,-3.659,34.040,2.578606,3.899248,6.129872,7.511367,0.676827,-1.019639,38.150465,-0.371803,-0.299981,-9.668365,0.586127
F200,2018-02,TES-4W,2.26,104.5,-3.659,34.040,3.216560,5.360996,8.263580,10.396342,0.919844,-0.385458,39.692099,-0.340112,-0.350609,-12.925415,0.631509
F201,2018-02,TES-3S,2.05,90.4,-3.659,34.040,2.734642,3.550348,5.959249,6.715812,0.212573,-0.838093,37.781765,-0.360223,-0.394671,-9.615749,0.598844
F204,2018-02,TES-2S,2.03,90.1,-3.659,34.040,2.573022,3.936234,6.159426,7.552774,-0.911723,-1.027053,38.189524,-0.372902,-0.332557,-11.306201,0.584974
F205,2018-02,ETH-3,2.07,89.2,-3.659,34.040,5.165250,3.404992,8.330219,6.394761,-0.029523,1.791924,37.622538,-0.361392,-0.423892,-12.125771,0.607134
F206,2018-02,TES-3S,2.06,85.4,-3.659,34.040,2.651225,3.924075,6.249283,7.542573,-0.083424,-0.942154,38.176502,-0.352174,-0.318462,-10.545232,0.609346
F207,2018-02,TES-13S,2.01,94.4,-3.659,34.040,3.117307,3.761253,6.566904,7.118610,-0.149244,-0.432784,38.003505,-0.356595,-0.414903,-10.785087,0.605518
F208,2018-02,ETH-2,2.07,98.7,-3.659,34.040,-6.422876,-13.352621,-20.254306,-26.889066,0.888375,-10.091210,19.959161,-0.598216,-0.372042,34.760978,0.216581
F209,2018-02,TES-2W3W,1.97,87.3,-3.659,34.040,2.756302,5.100849,7.534958,9.798534,0.334673,-0.872717,39.418559,-0.335145,-0.424830,-12.517829,0.634299
F210,2018-02,BDV-3J,1.98,92.3,-3.659,34.040,3.200833,4.109620,7.008923,7.751178,-0.380967,-0.355629,38.371073,-0.344615,-0.480976,-11.776170,0.621191
F211,2018-02,ETH-3,2.12,98.8,-3.659,34.040,5.082084,3.180804,8.028406,5.834954,0.103076,1.710513,37.386064,-0.355705,-0.533341,-11.473682,0.612494
F214,2018-02,BDV-5J7J,2.03,95.8,-3.659,34.040,3.520384,4.942198,8.163179,9.430155,-0.082065,-0.041725,39.249256,-0.342483,-0.473955,-13.424266,0.628355
F215,2018-02,BDV-6J,1.99,94.9,-3.659,34.040,3.094105,5.037739,7.800507,9.546348,-0.325164,-0.505596,39.351131,-0.357387,-0.548953,-13.401679,0.609619
F216,2018-02,BDV-3J,2.02,94.0,-3.659,34.040,3.199650,4.154743,7.051561,7.443423,-0.125797,-0.358595,38.418712,-0.345237,-0.876017,-11.609948,0.620644
F217,2018-02,TES-13S,2.00,92.3,-3.659,34.040,3.062937,3.599280,6.347283,6.500625,0.923041,-0.485431,37.832641,-0.360226,-0.705787,-9.352902,0.600419
F218,2018-02,ETH-3,2.21,106.2,-3.659,34.040,5.074172,3.132404,7.952180,5.697656,0.261350,1.703782,37.334987,-0.375762,-0.573334,-11.215202,0.588954
F229,2018-02,BDV-6J7J,2.21,109.5,-3.659,34.040,3.079539,5.221870,8.000710,9.989097,0.234796,-0.528211,39.545551,-0.323882,-0.476906,-13.189050,0.649237
F230,2018-02,TES-3S,2.10,93.6,-3.659,34.040,2.769356,3.743237,6.188720,7.193989,-0.319434,-0.807828,37.985313,-0.356803,-0.304205,-10.552788,0.603739
F231,2018-02,TES-2S,2.07,105.5,-3.659,34.040,2.552702,3.983713,6.183126,7.590343,-0.102213,-1.050771,38.239695,-0.374930,-0.389833,-10.575686,0.582722
F232,2018-02,ETH-3,2.31,110.9,-3.659,34.040,5.121971,3.323573,8.208766,6.123138,0.760595,1.748239,37.536688,-0.357650,-0.531483,-11.142175,0.610975
F233,2018-02,TES-3S,2.17,89.0,-3.659,34.040,2.738717,3.693724,6.117318,6.972998,-0.141971,-0.839059,37.933115,-0.347749,-0.424939,-10.248978,0.613934
F234,2018-02,ETH-2,2.11,100.0,-3.659,34.040,-6.437893,-13.412015,-20.342156,-26.989581,-0.481842,-10.105185,19.896494,-0.613099,-0.354947,33.483282,0.198987
F235,2018-02,ETH-1,2.02,96.8,-3.659,34.040,5.367312,2.818406,7.586800,5.045741,-0.225620,2.032071,37.002808,-0.731163,-0.595617,-11.395635,0.175850
F236,2018-02,ETH-3,2.02,94.6,-3.659,34.040,5.078296,3.210592,8.051249,5.738190,0.514138,1.705308,37.417520,-0.358349,-0.688839,-11.121110,0.609524
